The Verifier - November 2016 / Rhode Island. Data as of October 29, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"4400105140","Rhode Island","Town of Barrington (Bristol County)","13775","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400109280","Rhode Island","Town of Bristol (Bristol County)","15192","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400173760","Rhode Island","Town of Warren (Bristol County)","7546","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400318640","Rhode Island","Town of Coventry (Kent County)","24956","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400322240","Rhode Island","Town of East Greenwich (Kent County)","10626","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400374300","Rhode Island","City of Warwick (Kent County)","59879","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400377720","Rhode Island","Town of West Greenwich (Kent County)","4770","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400378440","Rhode Island","Town of West Warwick (Kent County)","17664","11","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400536820","Rhode Island","Town of Jamestown (Newport County)","4715","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400542400","Rhode Island","Town of Little Compton (Newport County)","3073","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400545460","Rhode Island","Town of Middletown (Newport County)","10730","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400549960","Rhode Island","City of Newport (Newport County)","13730","9","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400557880","Rhode Island","Town of Portsmouth (Newport County)","13524","9","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400570880","Rhode Island","Town of Tiverton (Newport County)","12115","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400711800","Rhode Island","Town of Burrillville (Providence County)","10742","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400714140","Rhode Island","City of Central Falls (Providence County)","8109","9","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400719180","Rhode Island","City of Cranston (Providence County)","53283","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400720080","Rhode Island","Town of Cumberland (Providence County)","24510","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400722960","Rhode Island","City of East Providence (Providence County)","32108","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400727460","Rhode Island","Town of Foster (Providence County)","3838","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400730340","Rhode Island","Town of Glocester (Providence County)","7713","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400737720","Rhode Island","Town of Johnston (Providence County)","21404","14","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","17346","12","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400751760","Rhode Island","Town of North Providence (Providence County)","23681","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","9767","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","39725","32","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400759000","Rhode Island","City of Providence (Providence County)","113191","83","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400764220","Rhode Island","Town of Scituate (Providence County)","8345","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","14684","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","24678","13","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","6074","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400925300","Rhode Island","Town of Exeter (Washington County)","5037","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","6073","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","11725","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","1356","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","21720","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400961160","Rhode Island","Town of Richmond (Washington County)","5983","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","20847","11","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400977000","Rhode Island","Town of Westerly (Washington County)","16977","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",The Verifier - November 2016 / Rhode Island. Data as of October 29, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"4400727460","Rhode Island","Town of Foster (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400727460","Rhode Island","Town of Foster (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400727460","Rhode Island","Town of Foster (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400730340","Rhode Island","Town of Glocester (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400730340","Rhode Island","Town of Glocester (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400730340","Rhode Island","Town of Glocester (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400730340","Rhode Island","Town of Glocester (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400730340","Rhode Island","Town of Glocester (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400737720","Rhode Island","Town of Johnston (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400737720","Rhode Island","Town of Johnston (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400737720","Rhode Island","Town of Johnston (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400737720","Rhode Island","Town of Johnston (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400737720","Rhode Island","Town of Johnston (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400741500","Rhode Island","Town of Lincoln (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400751760","Rhode Island","Town of North Providence (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400751760","Rhode Island","Town of North Providence (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400751760","Rhode Island","Town of North Providence (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400751760","Rhode Island","Town of North Providence (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400751760","Rhode Island","Town of North Providence (Providence County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400752480","Rhode Island","Town of North Smithfield (Providence County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400754640","Rhode Island","City of Pawtucket (Providence County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"4400759000","Rhode Island","City of Providence (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400759000","Rhode Island","City of Providence (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400759000","Rhode Island","City of Providence (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400759000","Rhode Island","City of Providence (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400759000","Rhode Island","City of Providence (Providence County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"4400764220","Rhode Island","Town of Scituate (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400764220","Rhode Island","Town of Scituate (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400764220","Rhode Island","Town of Scituate (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400764220","Rhode Island","Town of Scituate (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400764220","Rhode Island","Town of Scituate (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400766200","Rhode Island","Town of Smithfield (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400780780","Rhode Island","City of Woonsocket (Providence County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections. ",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400914500","Rhode Island","Town of Charlestown (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400925300","Rhode Island","Town of Exeter (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400925300","Rhode Island","Town of Exeter (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400925300","Rhode Island","Town of Exeter (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections",
"4400925300","Rhode Island","Town of Exeter (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400925300","Rhode Island","Town of Exeter (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400935380","Rhode Island","Town of Hopkinton (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400948340","Rhode Island","Town of Narragansett (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400950500","Rhode Island","Town of New Shoreham (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400951580","Rhode Island","Town of North Kingstown (Washington County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
"4400961160","Rhode Island","Town of Richmond (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400961160","Rhode Island","Town of Richmond (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400961160","Rhode Island","Town of Richmond (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400961160","Rhode Island","Town of Richmond (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400961160","Rhode Island","Town of Richmond (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400967460","Rhode Island","Town of South Kingstown (Washington County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"4400977000","Rhode Island","Town of Westerly (Washington County)","Hand-Fed Optical Scanner","ES&S","DS200","2016","N/A","N/A","Yes","No","No","No","No","",
"4400977000","Rhode Island","Town of Westerly (Washington County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"4400977000","Rhode Island","Town of Westerly (Washington County)","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","Mail ballots tabulated centrally at the RI Board of Elections,",
"4400977000","Rhode Island","Town of Westerly (Washington County)","Internet Voting: Fax","Not Applicable","Not Applicable","2000","N/A","N/A","No","No","No","No","Yes","Military and overseas voters if ballot requested by fax",
"4400977000","Rhode Island","Town of Westerly (Washington County)","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","No","No","No","",
